Item,Count
CONTRAINDICATIONS FOR IV CONTRAST:,269
New Medication:,4
perfomed at the bedside at which time the findings included:,1
Primary diagnoses:,8
operative report for details in summary he had:,1
New medications:,28
CTA chest and Abd:,1
Cardiac Cath:,44
Hi Res CT:,1
Cardiovascular:,60
Volume Status:,1
SPUTUM Culture:,2
discharged with the following recommendations:,1
included:,12
Radiologic Studies:,15
listed below:,13
ENDOCRINE:,8
Special instructions if applicable:,19
PSurg HX:,1
LABS ON DAY OF EXPIRATION:,2
Course complication by:,1
Your primary care physician:,1
Please note the following medication changes:,28
found:,1
MRI OF THE BRAIN WITH GADOLINIUM:,1
CHRONIC STABLE ISSUES:,1
following medication changes:,10
Past surgical history:,58
The hospital course was notable for the following:,1
following medications:,34
Ascites labs:,1
Note:,41
Contrast:,55
Cardiac Surgery Course:,7
CT OF THE CHEST WITH AND WITHOUT INTRAVENOUS CONTRAST:,5
Follow up:,18
LABORATORY DATA:,64
MULTIDISCIPLINARY ROUNDS:,15
Labs on dc:,2
Post Milrinone initiation:,1
ECHOCARDIOGRAMS:,4
Please take the following antibiotics:,1
of the left upper lobe and procedures that were done were:,1
Prior to discharge:,9
Other studies:,9
Studies Pending at time of discharge:,1
The following addition was made to your medications:,1
MEDICATIONS ON TRANSFER TO THE CORONARY CARE UNIT:,1
ICU COURSE:,16
FLOOR COURSE:,24
Labs on Day of Transfer:,1
ICU course:,33
MEDICATIONS ON TRANSFER to medical svc from the ICU:,1
complicated by:,7
Follow up appointments as follows:,1
Other Past Med Hx:,3
DISCHARGE AND OTHER PERTINENT LABS:,1
PENDING STUDIES:,12
Exam in ICU prior to discharge:,1
Labs on day of discharge:,7
head showed:,1
REMAINDER OF THE HOSPITALIZATION BY SYSTEMS:,1
  Note:,11
Hospital course by problem:,28
will need follow up from her primary care doctor:,1
Skin:,28
CVS:,14
Abd:,6
Brief hospital course by problem:,5
you hospitalization:,1
Final Report :,1
CHANGED as follows:,1
The medications he should have been discharged with were:,1
Diagnoses:,11
Transbronchial biopsy:,1
for comparison:,1
Imaging Studies:,50
Above course as written by ICU team:,1
Troponin:,3
Labs on day of transfer to hospital floor:,1
PLAN GOING FORWARD:,2
INTERVENTIONS PERFORMED:,1
units Injection four times a day:,1
SUMMARY OF DATA FROM THE EXERCISE LAB:,13
METHOD:,13
discussed by system:,1
Cardiac catheterization:,15
The following medications were stopped:,11
The following medications were started:,17
Pupils:,4
HEME:,23
Head MRI:,6
PSurgHx:,13
Neurological examination:,16
Exam at time of transfer out of NeuroICU:,1
Discharge examination:,16
CT ANGIOGRAM:,13
weeks:,4
Changes to your Medications:,2
PRE CPB:,2
Diet:,44
Hospital Course by Problem:,11
Hypoxia:,4
following changes have been made:,6
Serum TOX:,1
Urine Tox:,2
         OTC:,1
TREATMENT HISTORY:,10
discharge EXAM:,1
MEDICATIONS ON TRANSFER FROM THE MEDICAL INTENSIVE CARE UNIT:,2
MRI OF THE BRAIN WITHOUT CONTRAST:,1
DIAGNOSED BY:,17
masses:,1
ADMISSION PHYSICAL EXAMINATION:,10
DIAGNOSES TO THE DATE OF THIS DISCHARGE SUMMARY:,1
In the ED:,20
Wounds:,4
Other pertinent results:,4
consulted:,1
recommendations:,5
Introduction:,8
The VAC:,7
When to Call the Doctor:,6
doctor if these occur:,9
allergy:,2
Labs and imaging significant for:,3
On Floor:,3
appointment:,19
Discharge Diagnoses:,8
CBC and coags:,2
SOCIAL HISTORY:,32
CONDITION ON DISCHARGE:,28
ONCOLOGIC HISTORY:,48
patient received the following doses of Idarubicin:,1
NEUROLOGIC EXAM:,16
MENTAL STATUS:,39
CRANIAL NERVES:,64
REFLEXES:,49
Bilateral Lower Extremity:,1
Patient should:,3
IMPRESSION PER RADIOLOGY:,1
regimen:,48
Please follow these recommendations for dosing your coumadin:,1
of coumadin:,1
The following are recommendations from your neurosurgery team:,1
Most recent ABG:,1
Labs on transfer:,10
Most recent CT:,1
Ileocolonic anastamosis:,1
Wound care:,12
Drains:,5
PICC:,3
Labs during hospitalzation:,1
Pleural Fluid:,8
Events in chronological fashion:,1
Coagulation parameters:,1
Also please follow up as previously scheduled:,1
Already scheduled appointmnets:,1
Labs upon discharge were as follows:,1
CT HEAD IMPRESSION:,2
The following changes have been made to your medication regimen:,19
Transfer from MICU:,1
You also have the following appointments already scheduled:,7
units Subcutaneous as directed as needed for hyperglycemia:,1
Lab results on discharge:,3
HOSPITAL COURSE BY ORGAN SYSTEM:,1
EVENTS SINCE THE LAST DICTATION BY ORGAN SYSTEM:,1
VALVULAR:,1
Rhythm:,13
Breast Surgeon:,1
OTHER PAST MEDICAL HISTORY:,60
Changes were made to your home medications:,1
You also have the following  appointments:,1
Admission Labs:,109
These medications were changed:,2
These medications were discontinued:,2
Outstanding Issues:,3
RENAL:,16
LEUKOCYTOSIS:,2
HIV:,2
the following counts:,1
SEIZURES:,2
COMMUNICATION:,3
heent:,1
pulm:,2
ext:,1
URINALYSIS:,18
Previously scheduled appointments:,32
doses:,2
Changes to your medication:,1
Drugs:,28
Tube feeds:,2
Endocrine:,40
HEAD CT:,23
GI BLEED:,1
ACUTE RENAL FAILURE:,6
METABOLIC ACIDOSIS:,1
ALCOHOL USE:,1
summary by resident:,1
Plastic surgery saw the patient and recommended:,1
Orthopedic surgery saw the patient and recommended:,1
Upon transfer to the regular nursing unit:,1
fractures:,1
Systems summary:,1
or come to the emergency room:,2
Physical exam on Discharge:,2
Heparin IV Sliding Scale:,1
You were started on the following new medications:,9
The following medications were discontinued:,11
Dermatology:,7
venous thromboses with RV dysfunction status post syncope:,1
his cath showed the following:,1
includes:,4
Please attend to following appointments:,1
Platelets:,2
Hct:,2
Her course is below by system:,1
Urine culture:,9
PRELIM report of G tube replacement:,1
Stable issues:,5
 An appointment was made for you:,1
CTA OF THE CHEST:,1
BONE WINDOWS:,9
At dicharge:,1
To help your breathing:,1
MPRESSION:,39
HEAD MRI:,1
Pending investigations:,2
Interval echocardiogram showed the following:,1
Please keep your previously scheduled appointments:,13
Patient was taken to cath lab:,1
PHYSICAL EXAMINATION ON DISCHARGE:,12
NEURO EXAM:,14
REPORTS:,69
Please follow the below listed Seizure Safety Precautions:,1
Make sure that everyone in your family and in your home knows:,6
Avoid things that are known to increase the risk of a seizure:,6
In the kitchen:,6
In the living room:,6
In the bedroom:,6
In the bathroom:,6
At work:,6
Out and about:,6
Sports:,6
Driving:,6
Parenting:,6
as below:,5
The following changes were made to your home medications:,50
MEDICATIONS ON TRANSFER FROM OUTSIDE HOSPITAL:,6
MEDICATIONS AS OUTPATIENT:,11
please contact:,1
Glucosuria:,1
Suspected HIT:,1
POSTOP LABS:,2
Physical exam on discharge:,24
Other Appointments:,10
Discharged labs:,3
Transtion of Care:,1
RT PENILE COLLECTION Culture:,1
PA AND LATERAL CHEST RADIOGRAPH:,4
Interval Results:,10
Changes in Medication:,6
EXCEPT:,2
Your medications have CHANGED as follows:,13
Thoracentesis:,4
Imagaing:,1
Surgical Procedures:,1
Secondary Dignosis:,1
The follwing changes were made to your medications:,1
discharged on:,1
INR:,10
Retic:,1
Electrolytes:,20
Enzymes and Bilirubin:,2
Iron studies:,18
Transitions:,2
this appointment if you see them prior to your discharge:,1
Physical Examination:,17
Miscl:,1
Transfer of Care:,1
New medication you will go home with is:,1
Pulse:,2
with:,8
Groin:,2
You were started on the following medications:,8
MICROBIOLOGY DATA:,32
you should NOT resume:,27
NEUROLOGIC EXAMINATION:,40
Please attend your previously scheduled appointments:,2
Objective:,1
You have the following followup visits already scheduled:,1
Medications per recent discharge:,1
Other changes:,1
CAUSE OF DEATH:,16
previous home medications which include:,1
CT ANGIOGRAM OF THE CHEST WITHOUT AND WITH INTRAVENOUS CONTRAST:,3
POST OP CXR:,1
Please call GI to make an appointment:,1
Surgical History:,22
PRIMARY CARE:,10
OBGYN:,1
SURGERY:,1
These medications were STOPPED:,2
These medications were CHANGED:,2
These NEW medications were started for you:,6
Complete Medication List:,3
CN:,102
hospitalization is as follows:,2
Insulin Sliding scale:,1
MEDICATIONS CHANGED THIS ADMISSION:,10
medications changes:,1
CHF Cardiologist:,1
The following changes were made to you home medications:,1
CT right lower extremity:,1
CT torso:,21
DOPPLER EXAMINATION:,1
Office Location:,1
WRIST IMAGING:,1
The following medications were changed during this admission:,26
We have made some changes to your medications:,5
call to set up the appointment yourself at this number:,1
Abdominal exam:,1
Issues and plan from hospitalization:,1
this visit are:,1
VITAL SIGNS:,10
Admission CXR:,28
Other medication changes:,6
physician:,7
Discharge and Pertinent Labs:,2
Course on FLoor:,1
Second ICU stay:,1
ACTIVE ISSUES BY PROBLEM:,35
Surgery course:,1
office:,2
YOUR BOWELS:,29
OMED COURSE:,2
Vitals were:,1
Physical Exam on discharge:,33
Urine Analysis:,6
Acute Issues:,9
See Below for consultation:,1
the tear occurs:,1
Risk factors may include:,1
They include:,1
if you have:,1
PHYSICAL EXAMINATION ON ADMISSION:,18
PLEURAL FLUID:,5
ASCITIC FLUID:,2
Upon admission to ICU:,1
Chem Panel:,1
distributive shock from one of the following three etiologies:,1
Pending Studies:,6
MEDS that patient had available to him:,1
MEDS identified by pharmacy as free pills pt had in bag:,1
Return to the emergency room or call your doctor for:,1
NEW ID SPECIALIST:,1
PSYCHIATRIST:,1
MEDICATIONS ON TRANSFER TO THE FLOOR:,8
PHYSICAL EXAMINATION ON TRANSFER TO THE MEDICINE SERVICE:,2
Surgical Hx:,9
 Your diltiazem has been decreased:,1
UPCOMING APPOINTMENTS:,1
FOREIGN BODIES:,2
Active issues are as follows:,1
Other antibiotics given during hospitalization:,1
Cardiac catheterization report:,1
CT ANGIOGRAPHY OF THE NECK:,2
CTA OF THE HEAD:,4
ECHOCARDIOGRAM:,18
OPERATIVE:,2
CARDS:,4
GI:,76
RESP:,15
Overall ICU course:,1
FLOOR:,2
ADMISSION CXR:,7
enlarged as follows:,1
PLEASE NOTE THE FOLLOWING MEDICATION CHANGES:,7
DISCHARGING MEDICATIONS:,1
Blood gases:,8
Recent studies:,2
At Time of Discharge:,1
Treatment Frequency:,49
transfer were:,1
Labs Prior to Discharge:,4
CT ABD:,13
Labs from OSH:,3
TJ liver bx:,1
Stomach mass biopsy:,1
HOSPITAL COURSE IN THE INTENSIVE CARE UNIT:,1
DISCHARGE INSTRUCTIONS AND FOLLOW UP:,1
MICU ADMISSION EXAM:,1
Gross:,87
MEDS ON ADMISSION:,12
PRIMARY DISCHARGE DIAGNOSIS:,8
Hepatitis labs:,3
were as follows:,7
Relevant studies in hospital:,5
ED course:,32
Interventions:,3
LACTATE TREND:,7
Please START:,12
Please CHANGE:,3
Please STOP:,11
MRI Spine:,1
IMPRESSIONS:,114
TACROLIMUS LEVELS:,1
MRI:,34
Basal Rates:,3
Meal Bolus Rates:,3
High Bolus:,3
Summary of Medication Recommendations:,1
Nasal bone xray:,1
WEEKLY LABS:,1
Details:,1
Please follow up with Infectious Disease Clinic:,1
ACTIVE DIAGNOSES:,54
Cardiac catherization:,2
Myocardial viability test:,1
The following were the changes to your medications:,1
CT scan:,5
Reflexes :,1
Gait :,1
Treatment History:,7
MR liver:,1
Peritoneal Fluid Cytology:,2
course during this admission is as follow:,1
UAs:,1
Labs at Discharge:,31
your primary care physician:,1
Please also follow up with these following appointments:,1
You have been started on some new medications:,1
The following medication have been increased:,1
On Transfer to Medicine Floor:,1
cardiologist:,3
PERTINENT LABS AT DISCHARGE:,1
include the following:,4
Dosing of coumadin:,1
Deep Tendon Reflexes:,7
CT HEAD:,51
abnormality is not uniform:,1
Other past medical history:,2
MR head:,6
the following changes:,8
GI STUDIES:,2
LFT TRENDS:,1
Secondary diagmoses:,1
We changed your medications as follows:,11
Subst:,1
Please start the following medication:,1
Please stop the following medication:,1
Clotting Labs:,1
Post:,1
The levels that were obtained with inpatient testing:,1
ICU Discharge Exam:,4
LEFT LOWER EXTREMITY ULTRASOUND:,2
VIDEO SWALLOW EVAL:,1
ARTERIAL BLOOD GASES:,3
Since Admission:,1
emergency department if you experience:,2
ESOPHAGRAM:,2
Pulmonary Embolus:,1
Chest Pain:,1
Fevers:,1
Bilateral Leg pain:,1
Anemia:,18
Low testosterone level:,1
Disposition:,10
ADDITIONAL STUDIES AND LABS:,1
MEDICINE COURSE:,2
adjust the coumadin dose as follows:,1
CTA OF THE ABDOMEN AND PELVIS:,3
which showed:,4
It was decided that she would undergo a:,15
Neurophysiology:,10
ONCOLOGY:,5
RUQ US:,16
CT Abdomen and Pelvis:,4
Bilateral LENIs:,3
MEDS:,26
HELD DUE TO ELEVATED CREATININE:,1
Urination:,1
Previous appointments:,12
Exam:,24
had:,3
outlined below:,2
You have been started on:,2
Neurological Exam:,82
Chronic stable issues:,1
MEDICATIONS ON TRANSFER TO SERVICE:,2
MEDICATIONS UPON ADMISSION:,18
FRONTAL CHEST RADIOGRAPHS:,2
BRAIN MRI:,21
HEAD AND NECK CTA:,2
LEFT COMMON CAROTID ARTERY ARTRIOGRAM FOLLOWING EMBOLIZATION:,1
REVIEW OF HOSPITAL COURSE BY SYSTEMS:,41
MEDICATIONS PREOPERATIVELY:,2
Bone Scan:,7
MRI LATER IN DAY WITH CONTRAST:,1
LABS during hospital course:,2
scheduled with your attending neurologist:,1
Follow Up:,4
cellulitis:,3
Labs were performed:,2
Diagnostic testing was performed:,2
CT PELVIS:,11
OSSEOUS STRUCTURES:,21
PSHX:,4
ALLERGY:,3
Mentation:,1
Head CT:,64
AT TIME OF DISCHARGE:,3
Plasma metanepherines resulted as follows:,1
CARE UNIT SERVICE:,1
Hip Right:,1
Repeat CT Head:,1
GASTROENTEROLOGY:,7
IV ACCESS:,1
SOCIAL:,2
BY PROBLEMS:,1
device:,1
Scheduled Appointments :,27
Denies:,7
EXAM ON DISCHARGE:,40
Cath:,30
Stomach:,176
Transition of Care:,10
Transition issues:,4
medications with the following exception:,1
ICU admission:,2
Chest:,4
Abdomen:,11
Social Hx:,7
Laboratory Data of Note:,1
US:,8
Treatment:,6
CCU Physical Exam:,2
Transition of care:,9
Several changes were made to your medication:,1
PHYSICAL EXAMINATION FOLLOWING ESOPHAGOGASTRODUODENOSCOPY:,1
Neurological examination on discharge revealed the following:,1
except:,1
DIFFERENTIAL:,3
COAGULATION PROFILE:,1
LIVER ENZYMES:,4
IRON STUDIES:,13
We made the following changes to your medication:,16
scheduled below:,3
You will be starting some new medications:,38
Medication changes made during this hospitalization:,1
see progress note below for details:,2
HTN:,10
ABDOMINAL ULTRASOUND:,11
CHRONIC INACTIVE ISSUES:,6
SUMMARY OF MEDICATION CHANGES:,1
PERTINENT REPORTS:,7
Interventional Details:,1
The following changes have been made in your medications:,3
PROCEDURE PERFORMED:,15
Keep the following appointments:,2
The following new medications have been prescribed:,1
The following medications have been removed from your regimen:,1
Please make the following changes to your medication:,3
MEDICAL FLOOR COURSE:,7
The following have been active issues:,1
changes have been made:,3
Changes made to your outpatient medication regimen:,1
TRANSITIONAL CARE:,41
The following medications were started during this admission:,1
Labs showed:,1
ABDOMEN CT WITHOUT AND WITH INTRAVENOUS CONTRAST:,1
CT COLONOGRAPHY:,1
it was unclear as to the origin of the malignancy ddx:,1
TREND OF CBC:,1
Post Splenectomy:,1
ICU Course:,37
surgical floor:,1
You have been started on the following new medications:,2
The following instructions have been provided by your Surgeon:,1
Follow up with oncologist:,1
The following changes were made to your medicine regimen:,1
ADDITIONAL DIAGNOSES:,2
Gallbladder biopsy:,1
CT OF THE CERVICAL SPINE WITH CORONAL AND SAGITTAL REFORMATIONS:,1
Admission Chest AP:,2
Pertinent findings on discharge:,1
Labs here:,2
Day of discharge:,6
Discharge day exam:,1
following issues were addressed:,3
Medical issues upon discharge:,1
INPATIENT MEDICATIONS:,6
We made the following changes in your meds:,1
MEDICATIONS UPON TRANSFER:,17
Please also follow up with:,7
PREVIOUS EEGS:,1
Neurological exam:,13
On transfer out of ICU:,2
Renal:,48
Prescribed:,3
Peripheral Vascular:,1
radiographs:,44
MEDICINE HPI:,2
Medicine Admission:,1
has three main active issues at this point:,1
from rehab:,3
MEDICATIONS AT ADMISSION:,9
Imagining:,1
Hospital Course by Issue:,1
PRINCIPAL DIAGNOSIS:,12
Pertinent negative results are listed below:,2
Your medications changes are:,1
Pending results:,3
OTHER NOTABLE LABS:,2
In addition:,3
The following appointments have been scheduled for you:,1
ADDITIONAL LABS:,7
MEDICATION DOSE CHANGES:,1
MEDICATIONS REMOVED:,1
At time of discharge:,10
CHANGES to your medications:,10
TPN Instruction:,1
Summary by problem:,1
Meds on transfer from MICU to floor:,1
Current meds:,1
When you leave the hospital:,15
Interval change:,1
Neurology:,56
The following changes were made to your MEDICATIONS:,1
To treat your wheezing:,1
For heart rate control:,1
For anticougulation:,1
BP meds:,1
PLEASE CALL US IMMEDIATELY FOR ANY OF THE FOLLOWING PROBLEMS:,71
EXERCISE:,4
CAUTIONS:,65
DIET:,57
bladder:,3
Lactate trend:,7
course prior to expiration:,1
LABS on Admission:,1
You also have the following appointments scheduled:,10
following symptoms:,5
HOSPITALIZATIONS:,1
HOSPITAL COURSE AND TREATMENT:,1
See progress note below for details:,1
Pain clinic:,1
OTHERS:,5
Barium swallow:,2
Additionally you were started on a new medication:,1
Changes were made to your medications which include:,2
Communication:,10
We are changing your medications as follows:,14
attention to the sudden onset and persistence of these symptoms:,4
HEENT:,73
EXT:,61
Exercise:,57
interpretation:,1
Sensorimotor:,11
secondary diagnoses:,11
Post extubation:,1
PTCA COMMENTS:,23
Other medication:,57
Medications pt taking currently:,1
TREATMENT HISTORY per OMR records including present:,1
His hospital course to date is below:,1
course is summarized in brief below:,1
MEDS on TRANSFER to CCU:,1
On the floor the patient had the following problems and plans:,1
  Intervals Axes:,11
Emergency  Department for any of the following:,40
See below for rest of plan per problem:,1
Please follow up with the physician listed below:,1
Pertinent Studies:,11
MRA OF THE NECK:,15
outlined by problem below:,2
Please note the following changes in your medications:,33
ANEMIA WORKUP:,7
MOST RECENT LABS PRIOR TO DISCHARGE:,1
Summary:,6
as prescribed:,1
DISCHARGE Physical Exam:,5
DISCHARGE LABD AND STUDIES:,1
hospital stay as outlined below:,1
MEDICATIONS THAT HAVE BEEN STOPPED:,1
CHANGED MEDICATIONS:,3
gastrointestinal bleeding:,1
The following medications have been ADDED:,2
The following medications have been STOPPED:,1
The following medications have been CHANGED:,4
hospital stay:,9
OTHER OUTPATIENT MEDS BEING HELD AT OSH:,1
Capsule endoscopy:,1
At Admission:,3
At admission:,3
should you experience any of the following:,2
At time of transfer from ICU to Med floor:,1
After admission and ICU course:,1
