Item,Count
CT Abd:,9
Transfer meds:,9
Medications on admission:,9
Medications on transfer from OSH:,9
Serologies:,9
the following changes:,8
CE TREND:,8
Ascites:,8
CT CHEST WITH AND WITHOUT INTRAVENOUS CONTRAST:,8
Pending labs:,8
following injuries:,8
follow these instructions:,8
Recommended:,8
Hemodynamics:,8
Pleural Fluid:,8
LABS AT TIME OF DISCHARGE:,8
ATRIAL FIBRILLATION:,8
Paracentesis:,8
ADMISSION:,8
following issues:,8
Past Surgical history:,8
Peritoneal fluid:,8
Limb exam:,8
CT:,8
Primary diagnoses:,8
Other Results:,8
Onc History:,8
US:,8
Discharge Diagnoses:,8
CONTINUATION OF HOSPITAL COURSE:,8
medication changes:,8
WE made the following changes to your medicines:,8
Most recent labs:,8
CARE RECOMMENDATIONS AFTER DISCHARGE:,8
Radiographic studies:,8
WBC trend:,8
The following changes were made you your medications:,8
with:,8
You were started on the following medications:,8
NIH SS:,8
Key follow up:,8
ED:,8
FOLLOW UP PLAN:,8
Cardiac labs:,8
RUQ Ultrasound:,8
MEDICATIONS ON TRANSFER TO THE FLOOR:,8
SENSATION:,8
microbiology:,8
ETT:,8
CONCISE SUMMARY OF HOSPITAL COURSE:,8
TREATMENT:,8
We made the following CHANGES to your medications:,8
Please follow up with the outpatient appointments below:,8
COLONOSCOPY:,8
Blood gases:,8
PRIMARY DISCHARGE DIAGNOSIS:,8
Your medications have been changed:,8
Hypotension:,8
BAL:,8
LFT TREND:,8
DISCHARGE CONDITION:,8
Introduction:,8
Changes made to your medication regimen:,8
The following medication was STOPPED:,8
Enzymes:,8
DIAGNOSIS ON DISCHARGE:,8
Meds on Admission:,8
On Transfer to Floor:,8
SEEK CARE IMMEDIATELY IF:,8
Neurologic exam:,8
OTHER PAST HISTORY:,8
CARDIAC CATHETERIZATION:,8
DISCHARGE LABORATORY STUDIES:,8
ENDOCRINE:,8
Liver Function Tests:,8
OSH STUDIES:,8
LABS ON DC:,8
DIABETES:,8
SUMMARY OF THE PRELIMINARY REPORT FROM THE EXERCISE LAB:,8
Primary Care Physician:,8
MRI BRAIN:,8
In ER:,8
Others:,8
Pump:,8
Please start the following medications:,8
Injuires:,8
Studies pending at discharge:,8
LFT:,8
ObHx:,8
Outpatient followup:,8
Please STOP taking:,8
Endocrinology:,8
CARDIAC RISK FACTORS:,8
CT PERFUSION:,8
DIAGNOSES ON DISCHARGE:,8
Ophthalmology:,8
We have made the following changes to your medication:,8
Please attend the following appointments:,7
MRCP:,7
CK:,7
GEN:,7
MEDS on TRANSFER:,7
Medications at transfer:,7
OTHER DIAGNOSES:,7
Cardiac Surgery:,7
Lytes:,7
INSTRUCTIONS:,7
ADMISSION CXR:,7
Average Daily Living:,7
PLEASE NOTE THE FOLLOWING MEDICATION CHANGES:,7
Lactate trend:,7
ECG on admission:,7
REMOVED:,7
AP chest reviewed in the absence of prior chest radiographs:,7
MEDICATIONS UPON DISCHARGE:,7
problems:,7
Please contact us immediately if you develop:,7
NOTES:,7
Physical Exam at Discharge:,7
Cardiac Risk Factors:,7
NEONATAL INTENSIVE CARE UNIT COURSE BY SYSTEMS:,7
ANEMIA WORKUP:,7
Abdominal ultrasound:,7
Changes to your home medications include:,7
CTA head:,7
coags:,7
OTC:,7
The following medications were STOPPED:,7
meet any of the following three criteria:,7
NUTRITION:,7
Basic Metabolic Profile:,7
Diagnostic Studies:,7
DISCHARGE LABORATORIES:,7
The following appointments have been made for you:,7
physician:,7
HCT TREND:,7
Sex:,7
INTERIM SUMMARY:,7
revealed:,7
DEATH SUMMARY:,7
notable for:,7
important changes:,7
any of the following symptoms:,7
CT SCAN:,7
problems were addressed:,7
These CHANGES were made to your medications:,7
MAJOR SURGICAL INVASIVE PROCEDURES:,7
Patient instructions:,7
General Surgery:,7
CTA head and neck:,7
Elements:,7
CT OF THE ABDOMEN WITH IV CONTRAST:,7
RESPIRATORY:,7
Lines:,7
Bone Scan:,7
     IMPRESSION:,7
Call your doctor or go to the ER for any of the following:,7
MEDICINE FLOOR COURSE:,7
GASTROENTEROLOGY:,7
EKG on admission:,7
SUMMARY OF HOSPITAL COURSE BY ISSUE:,7
Denies:,7
PA AND LATERAL CHEST RADIOGRAPHS:,7
MEDICAL FLOOR COURSE:,7
By system:,7
Social Hx:,7
Vital Signs:,7
PERTINENT REPORTS:,7
CARE AND RECOMMENDATIONS ON DISCHARGE:,7
INDICATIONS FOR CONSULT:,7
Preliminary ReportIMPRESSION:,7
Tox screen:,7
Discharge diagnoses:,7
were as follows:,7
Incision:,7
were:,7
BLOOD GASES:,7
PREADMISSION MEDICATIONS:,7
LACTATE TREND:,7
MICU:,7
ADDITIONAL LABS:,7
MAJOR SURGICAL PROCEDURES:,7
MRA BRAIN:,7
TRANSFER MEDS:,7
LAB RESULTS ON DISCHARGE:,7
Subcutaneous four times a day as needed for per sliding scale:,7
Coagulation Profile:,7
Microbiology data:,7
FOLLOW UP APPOINTMENTS SCHEDULED OR RECOMMENDED:,7
Abdominal Ultrasound:,7
Treatment History:,7
demonstrated:,7
Studies pending on discharge:,7
The infant has received the following immunizations:,7
were made to your medications:,7
NIHSS:,7
Please also follow up with:,7
Pending on Discharge:,7
Deep Tendon Reflexes:,7
Lipid Panel:,7
We have made the following medication changes:,7
RLE:,7
Tox Screen:,7
the following injuries:,7
By systems:,7
Cards:,7
following changes has been made to your medications:,7
GynHx:,7
We made the following medication changes:,7
Medications STARTED that you should continue:,7
ANTIBIOTICS:,7
You also have the following appointments already scheduled:,7
week:,7
Acute issues:,7
Pertinent imaging:,7
the following changes were made to your medication regimen:,7
CT neck:,7
ANTERIOR TO POSTERIOR POSITION:,7
Peritoneal Fluid:,7
Dermatology:,7
CODE STATUS:,7
hospital course:,7
VASC:,7
The VAC:,7
Transfer:,7
PATH:,7
Labs on day of discharge:,7
complicated by:,7
Hct Trend:,7
CBC trend:,7
investigated during this hospitalization:,7
PERCUTANEOUS CORONARY INTERVENTIONS:,7
Please also keep the following appointments:,7
HOSPITAL COURSE CONTINUED:,7
Code:,7
exam unchanged except:,7
On Transfer:,7
CARE AND RECOMMENDATION:,7
Cardiac Surgery Course:,7
LE:,7
Admission Exam:,6
hospital course is as follows:,6
Appointments to be made:,6
Your medications have changed as follows:,6
Call your doctor for:,6
RENAL ULTRASOUND:,6
ED COURSE:,6
incision for signs and symptoms of infection including:,6
ECGs:,6
FINAL DISCHARGE MEDICATIONS:,6
CT NECK:,6
We have made the following changes to your medication list:,6
CTA Head and Neck:,6
secondary dx:,6
REVIEW OF HOSPITAL COURSE BY SYSTEM:,6
Urine Cultures:,6
By problem:,6
Discharge Physical Examination:,6
Medications upon transfer:,6
Please keep your previously scheduled appointment:,6
MEDICATIONS AT TIME OF DICTATION:,6
General Physical Examination:,6
Please note the following changes to your medication regimen:,6
for you:,6
To do:,6
symptoms:,6
CHRONIC PROBLEMS:,6
LIPIDS:,6
SUMMARY OF THE HOSPITAL COURSE BY SYSTEMS:,6
are as follows:,6
MR head:,6
as:,6
SH:,6
chemistry:,6
CARDIAC ECHO:,6
Hospital course is detailed below by problem:,6
PERITONEAL FLUID:,6
RESULT INTERPRETATION:,6
Changes to your medications include:,6
Thyroid:,6
Secondary dx:,6
  FINAL DIAGNOSIS:,6
 FINAL DIAGNOSIS:,6
MRA NECK:,6
All:,6
Other Relevant Labs:,6
Treatment:,6
Abd:,6
OSH IMAGING:,6
TSH:,6
Anemia workup:,6
MRI abdomen:,6
Lab Results:,6
PENDING:,6
PTBD Care:,6
MISCELLANEOUS:,6
the ED or see your PCP:,6
PSYCHOSOCIAL:,6
Neuro exam:,6
CHANGES IN MEDICATIONS:,6
recommended:,6
Stopped:,6
CCU COURSE:,6
LP:,6
Final Attending Comment:,6
Results:,6
NEW medications:,6
Labs prior to expiration:,6
On day of discharge:,6
INTERIM SUMMARY DIAGNOSES:,6
is as follows:,6
We added the following medications:,6
HOSPITAL COURSE BY ISSUE:,6
Summary:,6
CT Cspine:,6
Cardiac Catherization:,6
INR Trend:,6
labs at discharge:,6
medicines:,6
Aortic valve leaflets:,6
Radiology Studies:,6
POSTOPERATIVE COURSE:,6
In ED:,6
changes to your medications:,6
When to Call the Doctor:,6
Course on the floor:,6
STOP taking the following medications:,6
CHRONIC INACTIVE ISSUES:,6
Assessment and Plan:,6
In the MICU:,6
The following medications were continued:,6
VASCULAR:,6
ANGIOGRAPHIC FINDINGS:,6
GENERAL:,6
Transfer medications:,6
following changes have been made:,6
Appointments:,6
Family Hx:,6
Acute Care:,6
Medication:,6
Day of discharge:,6
admission is as follows:,6
INPATIENT MEDICATIONS:,6
course is as follows:,6
Admission EKG:,6
Head MRI:,6
course was as follows:,6
Please call to schedule appointments with your :,6
OTHER APPOINTMENTS:,6
In the bedroom:,6
on transfer:,6
Pending Studies:,6
Out and about:,6
We made the following changes in your medications:,6
Physical Exam upon discharge:,6
Hematocrit trend:,6
Problem list:,6
Sports:,6
At work:,6
Driving:,6
GAIT:,6
MEDS on Transfer:,6
ONE VIEW OF THE CHEST:,6
SPUTUM:,6
CE Trend:,6
neuro:,6
Musculoskeletal:,6
Hx:,6
Additional labs:,6
CTA Head:,6
These NEW medications were started for you:,6
Make sure that everyone in your family and in your home knows:,6
CARE AND RECOMMENDATIONS AT TIME OF DISCHARGE:,6
PRN:,6
Blood Gases:,6
The following medications were added to your regimen:,6
In the bathroom:,6
Avoid things that are known to increase the risk of a seizure:,6
In the kitchen:,6
In the living room:,6
At home:,6
EXTREMITIES:,6
Liver US:,6
MEDICATIONS ON TRANSFER FROM OUTSIDE HOSPITAL:,6
Parenting:,6
CT OF THE PELVIS WITHOUT IV CONTRAST:,6
following problems were addressed:,6
Changes in Medication:,6
Medicine changes:,6
PERTINENT MICRO:,6
CT OF THE PELVIS WITH IV CONTRAST:,6
LAB DATA:,6
Primary Diagnoses:,6
Complications:,6
ACUTE RENAL FAILURE:,6
MICROBIO:,6
You should CHANGE:,6
Other medication changes:,6
We made the following changes in your medication list:,6
Extremeties:,6
Urine Analysis:,6
Plantar response:,6
Discontinued:,6
Please report:,6
The following medications were CHANGED:,6
NEUROSURGERY:,5
Pertinent:,5
CXR IMPRESSION:,5
CT Neck:,5
Please call and schedule the following appointments:,5
OUTPATIENT MEDICINES:,5
Abd US:,5
Home:,5
discharge exam:,5
CHEST AP:,5
you experience:,5
CARDIAC LABS:,5
are:,5
transitional issues:,5
SURGICAL PROCEDURES:,5
MIBI:,5
NICU COURSE BY SYSTEM:,5
Thyroid function tests:,5
We changed the following medications:,5
OTHER INFORMATION:,5
Other relevant labs:,5
PRIMARY:,5
Hospital course by system:,5
CARDIAC MARKERS:,5
We have made some changes to your medications:,5
DISCHARGE DIAGNOSE:,5
Labs prior to death:,5
Sputum Cx:,5
Blood gas:,5
Chronic Care:,5
exceptions:,5
Torso CT:,5
Physical Exam On Discharge:,5
Cortisol:,5
TRANSFER OF CARE:,5
Per OMR:,5
Other Laboratories:,5
CARE RECOMMENDATIONS ON DISCHARGE:,5
Pneumonia:,5
PAIN:,5
Hospital course by systems:,5
as below:,5
POST TRANSPLANT COMPLICATIONS:,5
Examination at time of discharge:,5
Social:,5
NIHSS Score:,5
Hospital course is discussed below by problem:,5
CT OF THE CHEST WITH AND WITHOUT INTRAVENOUS CONTRAST:,5
Please START the following medication:,5
CT OF THE CHEST WITH IV CONTRAST:,5
FU APPOINTMENTS:,5
RECOMMENDED FOLLOWUP:,5
Some changes were made to your medications:,5
HISTORY OF PRESENTING ILLNESS:,5
Medications to START:,5
Other previously scheduled appointments are:,5
The following medications have been added:,5
LABS UPON DISCHARGE:,5
DISCHARGE Physical Exam:,5
CT ABDOMEN WITH AND WITHOUT INTRAVENOUS CONTRAST:,5
INACTIVE PROBLEMS:,5
POST:,5
echo:,5
pertinent imaging:,5
Issues:,5
DISHCARGE LABS:,5
Bulb Suction Drain Care:,5
Other results:,5
CT pelvis:,5
CBCs:,5
PFTs:,5
here:,5
Rec:,5
HCT:,5
Stable Issues:,5
Issues and plan from this hospitalization:,5
Interval Labs:,5
Bronchial lavage:,5
RESPIRATORY FAILURE:,5
following issues were investigated during this hospitalization:,5
You have the following appointments already scheduled:,5
TREATMENTS:,5
Pleural fluid cytology:,5
Please take the following medications:,5
OSH LABS:,5
IMAGING DATA:,5
CTA IMPRESSION:,5
CCU course:,5
RENAL US:,5
Labs on Transfer:,5
following symptoms:,5
ONC HX:,5
FINDINGS BRAIN MRI:,5
IVF:,5
OTHERS:,5
Brief hospital course by problem:,5
Haematology:,5
Back:,5
SEROLOGIES:,5
Other issues:,5
LENIS:,5
NOTE ADDED IN ATTENDING REVIEW:,5
Diagnosis:,5
Motor System:,5
OUTPATIENT ISSUE:,5
PHYSICAL EXAMINATION ON ADMISSION TO THE INTENSIVE CARE UNIT:,5
CODE STROKE SCALE:,5
ADDENDUM TO PREVIOUS DISCHARGE SUMMARY:,5
patient underwent:,5
discharge home with the following instructions:,5
ABD:,5
Discharge physical:,5
Audiology:,5
for any of the following:,5
Modifiable Risk Factors for Stroke:,5
Other Body Fluid Chemistry:,5
Lab results:,5
ON discharge:,5
Previously Scheduled Appointments:,5
if you experience any of the following:,5
THE FOLLOWING CHANGES WERE MADE TO YOUR MEDICATIONS:,5
BRIEF HOSPITAL COURSE BY PROBLEM:,5
FH:,5
At the time of discharge:,5
ONCOLOGY:,5
Other Body Fluid Hematology:,5
MEDICATIONS AT THE TIME OF TRANSFER:,5
LABORATORY:,5
to:,5
RAD:,5
DISCHARGE PLANS:,5
        the following:,5
 Return to the ER if:,5
Address:,5
Studies pending at Discharge:,5
Heart:,5
MAJOR PROCEDURES:,5
Please avoid the following:,5
 Conclusions:,5
Blood chemistry:,5
 Medications:,5
O:,5
 Call the office IMMEDIATELY if you have any of the following:,5
CT scan:,5
Please call for appointments:,5
Relevant studies in hospital:,5
LLE:,5
Your medications have changed:,5
Physical Exam on Transfer:,5
APPOINTMENTS:,5
Medicine course:,5
ADDITIONAL MEDICAL HISTORY:,5
Started:,5
SurgHx:,5
Sepsis:,5
CT spine:,5
medications include:,5
Liver Function:,5
issues were investigated during this hospitalization:,5
MEDICATIONS ON ADMISSION TO THE HOSPITAL:,5
The following medications were STARTED:,5
Medication on transfer:,5
PULMONARY:,5
problem is as follows:,5
Medications STOPPED this admission:,5
CSF studies:,5
Code status:,5
Radiologic studies:,5
ADDENDUM TO DISCHARGE MEDICATIONS:,5
Cardiac biomarkers:,5
Surgeries:,5
DISCHARGE CARE AND RECOMMENDATIONS:,5
Cath Report:,5
Troponin trend:,5
Exam at Discharge:,5
PLEURAL FLUID:,5
STOOL:,5
Procedure:,5
Meds on transfer from OSH:,5
OTHER PMHx:,5
MEDICATIONS on TRANSFER:,5
Reflex:,5
trends:,5
Antibiotics:,5
made:,5
We started you on the following medicines:,5
Carotid series:,5
Initial CXR:,5
The following medications have been changed:,5
Her hospital course by problem is as follows:,5
recommendations:,5
RECS:,5
AED levels:,5
On transfer from OSH:,5
CT ANGIOGRAPHY:,5
Stop taking:,5
Discharge Physical exam:,5
The following changes were made to your home medication regimen:,5
IMAGING METHOD:,5
INTERVENTIONS:,5
Arterial Blood Gases:,5
Drains:,5
MEDICATIONS CHANGES:,5
Your medication changes include:,5
PREVIOUS SPECIMENS:,5
Pericardial Fluid:,5
CT ABDOMEN AND PELVIS:,5
Change in medications:,5
LIVER FUNCTION TESTS:,5
Renal ultrasound:,5
CTA NECK:,5
following three criteria:,5
ON TRANSFER TO FLOOR:,5
Stable issues:,5
Instructions:,5
Transfusion history:,5
Abdominal US:,5
CT C spine:,5
ENDOCRINE LABS:,4
CT abdomen and pelvis:,4
TO Wound care:,4
Added:,4
OUTPATIENT ANTIBIOTIC REGIMEN AND PROJECTED DURATION:,4
EtOH:,4
Thyroid studies:,4
Hospital course complicated by:,4
Alcohol:,4
    following four criteria:,4
Lipid panel:,4
COMM:,4
Operative Report:,4
Admission Vitals:,4
LABS ON TRANSFER FROM ICU:,4
Pertinent results:,4
Cerebrospinal fluid:,4
Additional Labs:,4
His hospital course as follows by systems:,4
Urine cultures:,4
Inpatient:,4
medications on transfer:,4
Impressions:,4
OMED Course:,4
Transfer Physical Exam:,4
MEDICATIONS STOPPED:,4
other:,4
IMAGING AND STUDIES:,4
Meds on transfer to MICU:,4
Extrem:,4
CONTINUE:,4
Labs during hospitalization:,4
HCT Trend:,4
Seconday Diagnoses:,4
Her anticonvulsant regimen at the time of discharge includes:,4
PShx:,4
Lab results on Discharge:,4
Secondary DX:,4
Notable labs:,4
Hospitalizations:,4
Monitoring Ostomy Output:,4
DISCHARGE FOLLOW UP:,4
SKIN:,4
Dishcarge Labs:,4
Hematocrit Trend:,4
FINAL DISCHARGE DIAGNOSIS:,4
by problem:,4
Other Important Labs:,4
Cardiac Echocardiogram:,4
CBC on discharge:,4
ADMISSION EXAM:,4
Coagulation Studies:,4
START taking the following medications:,4
Carotid dopplers:,4
meds on transfer:,4
PRIMARY CARE PHYSICIAN:,4
ON Discharge:,4
Access:,4
Medication changes include:,4
Physical Exam at discharge:,4
Cardiac markers:,4
COORDINATION:,4
ADDITIONAL DISCHARGE DIAGNOSIS:,4
You are being discharged on the following medications:,4
revealed the following:,4
MR:,4
ACTIVE ISSUE:,4
PHYSICAL EXAMINATION ON ADMISSION TO THE CORONARY CARE UNIT:,4
Stroke:,4
MEDICATIONS AT TIME OF TRANSFER:,4
Ascites fluid:,4
On admission to MICU:,4
ABDOMEN CT:,4
DISCHARGE MEDICINES:,4
VIDEO OROPHARYNGEAL SWALLOW:,4
LABS on admission:,4
Digoxin:,4
CARDIAC ENZYME TREND:,4
home with the following instructions:,4
We made the following changes to your medicine:,4
Changed:,4
These changes were made to your medications:,4
MR HEAD:,4
Pertinent Micro:,4
ISSUES TO ADDRESS AT FOLLOW UP:,4
Discharge CBC:,4
Meds on admission:,4
The following additions were made to your medications:,4
PAST OBSTETRICAL HISTORY:,4
Of note:,4
TRANSTIONAL CARE ISSUES:,4
    infants who meet any of the following three criteria:,4
for the following:,4
Respiratory Distress:,4
Cardiac Enzyme Trend:,4
Goals of care:,4
results:,4
ADDITIONAL DISCHARGE DIAGNOSES:,4
SICU course:,4
You should note the following medication changes:,4
Biomarkers:,4
The following changes were made to her medications:,4
Past psychiatric history:,4
Discahrge Labs:,4
RUQ ULTRASOUND:,4
as listed below:,4
BRONCHOSCOPY:,4
Medications changed this admission:,4
Tobacco:,4
doctor:,4
Blood Culture:,4
MEDICATION RECONCILIATION:,4
Please follow up with:,4
Pancreatic Tumor Table:,4
pCXR:,4
include the following:,4
Past Medical Hx:,4
Other Data:,4
floor:,4
DIABETES MONITORING:,4
was as follows:,4
cxr:,4
Repeat CXR:,4
Pertinent labs on discharge:,4
look for and to report to your health care provider:,4
Medications changed during this hospitalization:,4
Neuro exam prior to discharge:,4
Coag:,4
Medical floor course:,4
PERICARDIAL FLUID:,4
Labs Prior to Discharge:,4
Brief hospital course:,4
ANEMIA:,4
    Bile duct margin:,4
UNIT:,4
FU APPOINTMENT:,4
DIARRHEA:,4
CARDS:,4
LMCA:,4
CTA OF THE HEAD:,4
Admit:,4
CBC TREND:,4
On arrival to the floor:,4
Angiogram:,4
POST DISCHARGE MEDICATIONS:,4
you develop:,4
TOXICOLOGY:,4
PSHX:,4
COAGULATION:,4
Follow Up:,4
MRI Abdomen:,4
MRI of head:,4
ANEMIA LABS:,4
At transfer out of NeuroICU:,4
Labwork on admission:,4
PHYSICAL EXAMINATION on Discharge:,4
Call your doctor or go to the ED for:,4
Oncology History:,4
ACTIVE PROBLEMS BY ISSUE:,4
 Please call to schedule appointments with:,4
course by problem is as follows:,4
CT Abdomen and Pelvis:,4
Sensory system:,4
OTHER ISSUES:,4
which showed:,4
summary:,4
the following changes were made to your medications:,4
Pupils:,4
Proph:,4
ON TRANSFER:,4
There have been some changes to your medications:,4
pulses:,4
Please report any:,4
The following medications were changed in dose:,4
ICU Discharge Exam:,4
described below:,4
PNC:,4
COURSE:,4
Transthoracic Echocardiogram:,4
It is normal to have slight swelling of the legs:,4
ECHOCARDIOGRAMS:,4
Chronic diagnoses:,4
Most Recent Labs:,4
Culture:,4
We STOPPED:,4
VITALS:,4
Transitional care issues:,4
PROBLEMS:,4
MRI spine:,4
Cranial nerves:,4
Cerebral angiogram:,4
Spirometry:,4
ESRD:,4
You should START:,4
COURSE BY SYSTEMS:,4
MEDICATIONS ON TRANSFER FROM THE OUTSIDE HOSPITAL:,4
Tox:,4
Sputum cx:,4
Mild side effects include the following:,4
Other pertinent results:,4
Wounds:,4
Call your doctor immediately if you have any of the following:,4
ERCP Report:,4
Past Surgical:,4
Examination:,4
Hypoxia:,4
weeks:,4
PVD:,4
ADMITTING MEDICATIONS:,4
INTERIM DISCHARGE SUMMARY:,4
includes:,4
BLOOD GAS:,4
Floor:,4
Pressure ulcer care per guidelines:,4
SUMMARY FROM THE EXERCISE LAB:,4
LABORATORY DATA ON ADMISSION:,4
Please stop taking:,4
Recent Labs:,4
bacteremia:,4
INTERPRETIVE CRITERIA:,4
by systems:,4
Labs on Transfer to Floor:,4
OSH studies:,4
Previous studies:,4
We have started the following medicines:,4
New Medication:,4
OSH imaging:,4
MRI Cspine:,4
following appointment:,4
Outstanding issues:,4
TRANSFER OF CARE ISSUES:,4
URINARY TRACT INFECTION:,4
HOSPITAL COURSE BY SYSTEMS INCLUDING PERTINENT LAB DATA:,4
Thoracentesis:,4
PA AND LATERAL CHEST RADIOGRAPH:,4
ICU DISCHARGE EXAM:,4
URINE CHEMISTRY:,4
LACTATES:,4
Prenatal course significant for:,4
Depression:,4
Gout:,4
CE trend:,4
Past Gynecologic History:,4
COGNITIVE ASSESSMENT:,4
following important changes:,4
For your heart failure:,4
CT PELVIS WITH AND WITHOUT INTRAVENOUS CONTRAST:,4
DIAGNOSES AT DEATH:,4
Urine cx:,4
At OSH:,4
OTHER RELEVANT LABS:,4
Neuroimaging:,4
CSF Studies:,4
MRI Pelvis:,4
Please START taking the following medications:,4
TELEMETRY:,4
CMP:,4
Other PAST MEDICAL HISTORY:,4
